Name,Value,,,,,,,,,,,,,,,
0,16,Variable Event,Time_Out_Timer,,0,1,Value,0,,,,,,,,
0,16,Variable Event,Tone_Duration,,0,1,Value,1000,,,,,,,,
0,16,Variable Event,Total_No_Correction_Trials,,0,1,Value,0,,,,,,,,
0,16,Variable Event,Wrong_Tone_Duration,,0,1,Value,500,,,,,,,,
0,16,Variable Event,Wrong_Tone_On,,0,1,Value,0,,,,,,,,
0,37,Image List Definition,Background,,0,1,Bussey Rat Operant Mode 2 x 1 x high (Portrait),3,,,,,,,,
0,36,List Array - Write,Background,,0,1,Image 1,1,,,,,,,,
0,17,List Change - Set,Background,,0,2,Index,1,Value,1,,,,,,
0,22,List Array - Write,Grid_Position,,0,5,Item #1,1,Item #2,1,Item #3,1,Item #4,1,Item #5,1
0,22,List Array - Write,Grid_Position,,0,5,Item #6,2,Item #7,2,Item #8,2,Item #9,2,Item #10,2
0,17,List Change - Set,Grid_Position,,0,2,Index,5,Value,1,,,,,,
0,37,Image List Definition,Images,,0,1,Bussey Rat Operant Mode 2 x 1 x high (Portrait),3,,,,,,,,
0,36,List Array - Write,Images,,0,2,Image 1,1,Image 2,2,,,,,,
0,17,List Change - Set,Images,,0,2,Index,1,Value,1,,,,,,
0,0,Schedule Startup Event,(SYSTEM),,0,0,,,,,,,,,,
0,29,Timer Event,_Schedule_Timer,,0,1,Value,0,,,,,,,,
0.015,1,Condition Event,Select Incorrect Image 2,,0,0,,,,,,,,,,
0.015,16,Variable Event,Incorrect_Image,,0,1,Value,2,,,,,,,,
0.015,21,Group Change Event,Group Change,,0,1,New Group,1,,,,,,,,
0.025,1,Condition Event,Set Blank Images,,1,0,,,,,,,,,,
0.025,32,Whisker - Display Image,Bussey Rat Operant Mode 2 x 1 x high (Portrait),Background,1,2,Position,1,Image 1,0,,,,,,
0.025,32,Whisker - Display Image,Bussey Rat Operant Mode 2 x 1 x high (Portrait),Background,1,2,Position,2,Image 1,0,,,,,,
0.025,3,Output On Event,White_Noise_Off #1,,1,0,,,,,,,,,,
0.025,3,Output On Event,Sound #2,,1,0,,,,,,,,,,
0.025,1,Condition Event,Select Incorrect Image 2,,1,0,,,,,,,,,,
0.025,16,Variable Event,Click_Time,,1,1,Value,200,,,,,,,,
0.025,16,Variable Event,Wrong_Tone_Duration,,1,1,Value,0,,,,,,,,
0.025,16,Variable Event,Incorrect_Image,,1,1,Value,2,,,,,,,,
0.025,21,Group Change Event,Group Change,,1,1,New Group,2,,,,,,,,
0.031,1,Condition Event,Free Feed,,2,0,,,,,,,,,,
0.031,3,Output On Event,TrayLight #1,,2,0,,,,,,,,,,
0.031,7,Pulse Output Event,Feeder #1,,2,1,Duration,0.1,,,,,,,,
0.031,16,Variable Event,First_Trial,,2,1,Value,1,,,,,,,,
0.031,21,Group Change Event,Group Change,,2,1,New Group,3,,,,,,,,
0.038,38,Input Transition On Event,FeederReport #1,,3,0,,,,,,,,,,
0.369,39,Input Transition Off Event,FeederReport #1,,3,0,,,,,,,,,,
0.641,38,Input Transition On Event,BIRBeam #1,,3,0,,,,,,,,,,
0.844,38,Input Transition On Event,Tray #1,,3,0,,,,,,,,,,
0.845,1,Condition Event,Tray Entry no Increment Trial,,3,0,,,,,,,,,,
0.845,4,Output Off Event,TrayLight #1,,3,0,,,,,,,,,,
0.845,4,Output Off Event,Sound #1,,3,0,,,,,,,,,,
0.845,4,Output Off Event,Sound #2,,3,0,,,,,,,,,,
0.845,4,Output Off Event,Sound #3,,3,0,,,,,,,,,,
0.845,7,Pulse Output Event,Sound_On #1,,3,1,Duration,0.2,,,,,,,,
0.845,16,Variable Event,Correction_Trial,,3,1,Value,0,,,,,,,,
0.845,21,Group Change Event,Group Change,,3,1,New Group,4,,,,,,,,
4.561,39,Input Transition Off Event,Tray #1,,4,0,,,,,,,,,,
4.566,1,Condition Event,Start Trial,,4,0,,,,,,,,,,
4.566,16,Variable Event,Correct_Grid_Position,,4,1,Value,1,,,,,,,,
4.566,21,Group Change Event,Group Change,,4,1,New Group,5,,,,,,,,
4.566,1,Condition Event,Incorrect Right,,5,0,,,,,,,,,,
4.566,16,Variable Event,Incorrect_Grid_Position,,5,1,Value,2,,,,,,,,
4.566,21,Group Change Event,Group Change,,5,1,New Group,6,,,,,,,,
4.566,1,Condition Event,Display Images,,6,0,,,,,,,,,,
4.566,32,Whisker - Display Image,Bussey Rat Operant Mode 2 x 1 x high (Portrait),Images,6,2,Position,1,Image 1,0,,,,,,
4.566,32,Whisker - Display Image,Bussey Rat Operant Mode 2 x 1 x high (Portrait),Images,6,2,Position,2,Image 2,1,,,,,,
4.566,21,Group Change Event,Group Change,,6,1,New Group,7,,,,,,,,
5.726,38,Input Transition On Event,Tray #1,,7,0,,,,,,,,,,
6.182,39,Input Transition Off Event,Tray #1,,7,0,,,,,,,,,,
7.377,38,Input Transition On Event,Tray #1,,7,0,,,,,,,,,,
8.12,39,Input Transition Off Event,Tray #1,,7,0,,,,,,,,,,
9.617,39,Input Transition Off Event,BIRBeam #1,,7,0,,,,,,,,,,
10.134,38,Input Transition On Event,FIRBeam #1,,7,0,,,,,,,,,,
10.258,39,Input Transition Off Event,FIRBeam #1,,7,0,,,,,,,,,,
11.953,30,Touch Down Event,Bussey Rat Operant Mode 2 x 1 x high (Portrait),,7,2,Position,1,Image 1,0,,,,,,
11.954,1,Condition Event,Correct,,7,0,,,,,,,,,,
11.954,32,Whisker - Display Image,Bussey Rat Operant Mode 2 x 1 x high (Portrait),Background,7,2,Position,1,Image 1,0,,,,,,
11.954,32,Whisker - Display Image,Bussey Rat Operant Mode 2 x 1 x high (Portrait),Background,7,2,Position,2,Image 1,0,,,,,,
11.954,7,Pulse Output Event,Feeder #1,,7,1,Duration,0.1,,,,,,,,
11.954,3,Output On Event,TrayLight #1,,7,0,,,,,,,,,,
11.954,16,Variable Event,Correction_Counter,,7,1,Value,0,,,,,,,,
11.954,21,Group Change Event,Group Change,,7,1,New Group,19,,,,,,,,
11.954,1,Condition Event,Reset Sound Levels to Zero,,19,0,,,,,,,,,,
11.954,4,Output Off Event,Sound #1,,19,0,,,,,,,,,,
11.954,4,Output Off Event,Sound #2,,19,0,,,,,,,,,,
11.954,4,Output Off Event,Sound #3,,19,0,,,,,,,,,,
11.954,21,Group Change Event,Group Change,,19,1,New Group,20,,,,,,,,
11.954,1,Condition Event,Adjust Sound Level 2,,20,0,,,,,,,,,,
11.954,3,Output On Event,Sound #2,,20,0,,,,,,,,,,
11.954,1,Condition Event,NoTone Fall Through,,20,0,,,,,,,,,,
11.954,21,Group Change Event,Group Change,,20,1,New Group,21,,,,,,,,
11.955,1,Condition Event,Play Tone,,21,0,,,,,,,,,,
11.955,7,Pulse Output Event,Sound_On #1,,21,1,Duration,1,,,,,,,,
11.955,21,Group Change Event,Group Change,,21,1,New Group,8,,,,,,,,
11.955,1,Condition Event,Increment counter,,8,0,,,,,,,,,,
11.955,16,Variable Event,Correct_Counter,,8,1,Value,1,,,,,,,,
11.955,16,Variable Event,First_Analysis,,8,1,Value,0,,,,,,,,
11.955,61,Group Maintain Event,Group Change,,8,1,New Group,8,,,,,,,,
11.961,38,Input Transition On Event,FeederReport #1,,8,0,,,,,,,,,,
12.014,31,Touch Up Event,Bussey Rat Operant Mode 2 x 1 x high (Portrait),,8,2,Position,1,Image 1,0,,,,,,
12.292,39,Input Transition Off Event,FeederReport #1,,8,0,,,,,,,,,,
12.994,38,Input Transition On Event,BIRBeam #1,,8,0,,,,,,,,,,
13.197,38,Input Transition On Event,Tray #1,,8,0,,,,,,,,,,
13.198,1,Condition Event,Reward Collected Start ITI,,8,0,,,,,,,,,,
13.198,4,Output Off Event,TrayLight #1,,8,0,,,,,,,,,,
13.198,29,Timer Event,ITI_Timer,,8,1,Value,0,,,,,,,,
13.198,21,Group Change Event,Group Change,,8,1,New Group,9,,,,,,,,
15.171,39,Input Transition Off Event,Tray #1,,9,0,,,,,,,,,,
15.309,38,Input Transition On Event,Tray #1,,9,0,,,,,,,,,,
16.002,39,Input Transition Off Event,Tray #1,,9,0,,,,,,,,,,
16.106,38,Input Transition On Event,Tray #1,,9,0,,,,,,,,,,
16.214,39,Input Transition Off Event,Tray #1,,9,0,,,,,,,,,,
16.804,38,Input Transition On Event,Tray #1,,9,0,,,,,,,,,,
17.924,39,Input Transition Off Event,Tray #1,,9,0,,,,,,,,,,
18.604,38,Input Transition On Event,Tray #1,,9,0,,,,,,,,,,
18.917,39,Input Transition Off Event,Tray #1,,9,0,,,,,,,,,,
19.428,39,Input Transition Off Event,BIRBeam #1,,9,0,,,,,,,,,,
22.002,38,Input Transition On Event,FIRBeam #1,,9,0,,,,,,,,,,
22.262,39,Input Transition Off Event,FIRBeam #1,,9,0,,,,,,,,,,
22.288,38,Input Transition On Event,FIRBeam #1,,9,0,,,,,,,,,,
22.543,39,Input Transition Off Event,FIRBeam #1,,9,0,,,,,,,,,,
23.198,1,Condition Event,Next trial,,9,0,,,,,,,,,,
23.198,3,Output On Event,TrayLight #1,,9,0,,,,,,,,,,
23.198,16,Variable Event,First_Trial,,9,1,Value,0,,,,,,,,
23.198,16,Variable Event,First_Analysis,,9,1,Value,1,,,,,,,,
23.198,16,Variable Event,ITI,,9,1,Value,10,,,,,,,,
23.198,21,Group Change Event,Group Change,,9,1,New Group,15,,,,,,,,
23.198,1,Condition Event,Next trial non corrected Trial,,15,0,,,,,,,,,,
23.198,19,List Change - Next Value,Grid_Position,,15,2,Index,4,Value,1,,,,,,
23.198,21,Group Change Event,Group Change,,15,1,New Group,3,,,,,,,,
24.841,38,Input Transition On Event,BIRBeam #1,,3,0,,,,,,,,,,
25.438,38,Input Transition On Event,Tray #1,,3,0,,,,,,,,,,
25.439,1,Condition Event,Tray Entry and Trial Increment,,3,0,,,,,,,,,,
25.439,4,Output Off Event,TrayLight #1,,3,0,,,,,,,,,,
25.439,4,Output Off Event,Sound #1,,3,0,,,,,,,,,,
25.439,4,Output Off Event,Sound #2,,3,0,,,,,,,,,,
25.439,4,Output Off Event,Sound #3,,3,0,,,,,,,,,,
25.439,7,Pulse Output Event,Sound_On #1,,3,1,Duration,0.2,,,,,,,,
25.439,16,Variable Event,_Trial_Counter,,3,1,Value,1,,,,,,,,
25.439,16,Variable Event,Correct_Percent,,3,1,Value,1,,,,,,,,
25.439,16,Variable Event,Correct_Percent,,3,1,Value,1,,,,,,,,
25.439,16,Variable Event,Correct_Percent,,3,1,Value,100,,,,,,,,
25.439,21,Group Change Event,Group Change,,3,1,New Group,4,,,,,,,,
27.065,39,Input Transition Off Event,Tray #1,,4,0,,,,,,,,,,
27.066,1,Condition Event,Start Trial,,4,0,,,,,,,,,,
27.066,16,Variable Event,Correct_Grid_Position,,4,1,Value,1,,,,,,,,
27.066,21,Group Change Event,Group Change,,4,1,New Group,5,,,,,,,,
27.066,1,Condition Event,Incorrect Right,,5,0,,,,,,,,,,
27.066,16,Variable Event,Incorrect_Grid_Position,,5,1,Value,2,,,,,,,,
27.066,21,Group Change Event,Group Change,,5,1,New Group,6,,,,,,,,
27.066,1,Condition Event,Display Images,,6,0,,,,,,,,,,
27.066,32,Whisker - Display Image,Bussey Rat Operant Mode 2 x 1 x high (Portrait),Images,6,2,Position,1,Image 1,0,,,,,,
27.066,32,Whisker - Display Image,Bussey Rat Operant Mode 2 x 1 x high (Portrait),Images,6,2,Position,2,Image 2,1,,,,,,
27.066,21,Group Change Event,Group Change,,6,1,New Group,7,,,,,,,,
27.289,39,Input Transition Off Event,BIRBeam #1,,7,0,,,,,,,,,,
27.368,38,Input Transition On Event,BIRBeam #1,,7,0,,,,,,,,,,
27.394,39,Input Transition Off Event,BIRBeam #1,,7,0,,,,,,,,,,
30.324,30,Touch Down Event,Bussey Rat Operant Mode 2 x 1 x high (Portrait),,7,2,Position,1,Image 1,0,,,,,,
30.325,1,Condition Event,Correct,,7,0,,,,,,,,,,
30.325,32,Whisker - Display Image,Bussey Rat Operant Mode 2 x 1 x high (Portrait),Background,7,2,Position,1,Image 1,0,,,,,,
30.325,32,Whisker - Display Image,Bussey Rat Operant Mode 2 x 1 x high (Portrait),Background,7,2,Position,2,Image 1,0,,,,,,
30.325,7,Pulse Output Event,Feeder #1,,7,1,Duration,0.1,,,,,,,,
30.325,3,Output On Event,TrayLight #1,,7,0,,,,,,,,,,
30.325,16,Variable Event,Correction_Counter,,7,1,Value,0,,,,,,,,
30.325,21,Group Change Event,Group Change,,7,1,New Group,19,,,,,,,,
30.325,1,Condition Event,Reset Sound Levels to Zero,,19,0,,,,,,,,,,
30.325,4,Output Off Event,Sound #1,,19,0,,,,,,,,,,
30.325,4,Output Off Event,Sound #2,,19,0,,,,,,,,,,
30.325,4,Output Off Event,Sound #3,,19,0,,,,,,,,,,
30.325,21,Group Change Event,Group Change,,19,1,New Group,20,,,,,,,,
30.325,1,Condition Event,Adjust Sound Level 2,,20,0,,,,,,,,,,
30.325,3,Output On Event,Sound #2,,20,0,,,,,,,,,,
30.325,1,Condition Event,NoTone Fall Through,,20,0,,,,,,,,,,
30.325,21,Group Change Event,Group Change,,20,1,New Group,21,,,,,,,,
30.325,1,Condition Event,Play Tone,,21,0,,,,,,,,,,
30.325,7,Pulse Output Event,Sound_On #1,,21,1,Duration,1,,,,,,,,
30.325,21,Group Change Event,Group Change,,21,1,New Group,8,,,,,,,,
30.325,1,Condition Event,Increment counter,,8,0,,,,,,,,,,
30.325,16,Variable Event,Correct_Counter,,8,1,Value,2,,,,,,,,
30.325,16,Variable Event,First_Analysis,,8,1,Value,0,,,,,,,,
30.325,61,Group Maintain Event,Group Change,,8,1,New Group,8,,,,,,,,
30.33,38,Input Transition On Event,FeederReport #1,,8,0,,,,,,,,,,
30.346,31,Touch Up Event,Bussey Rat Operant Mode 2 x 1 x high (Portrait),,8,2,Position,1,Image 1,0,,,,,,
30.664,39,Input Transition Off Event,FeederReport #1,,8,0,,,,,,,,,,
31.493,38,Input Transition On Event,BIRBeam #1,,8,0,,,,,,,,,,
31.761,38,Input Transition On Event,Tray #1,,8,0,,,,,,,,,,
31.761,1,Condition Event,Reward Collected Start ITI,,8,0,,,,,,,,,,
31.761,4,Output Off Event,TrayLight #1,,8,0,,,,,,,,,,
31.761,29,Timer Event,ITI_Timer,,8,1,Value,0,,,,,,,,
31.761,21,Group Change Event,Group Change,,8,1,New Group,9,,,,,,,,
35.834,39,Input Transition Off Event,Tray #1,,9,0,,,,,,,,,,
37.505,39,Input Transition Off Event,BIRBeam #1,,9,0,,,,,,,,,,
40.383,38,Input Transition On Event,FIRBeam #1,,9,0,,,,,,,,,,
40.783,39,Input Transition Off Event,FIRBeam #1,,9,0,,,,,,,,,,
41.761,1,Condition Event,Next trial,,9,0,,,,,,,,,,
41.761,3,Output On Event,TrayLight #1,,9,0,,,,,,,,,,
41.761,16,Variable Event,First_Trial,,9,1,Value,0,,,,,,,,
41.761,16,Variable Event,First_Analysis,,9,1,Value,1,,,,,,,,
41.761,16,Variable Event,ITI,,9,1,Value,10,,,,,,,,
41.761,21,Group Change Event,Group Change,,9,1,New Group,15,,,,,,,,
41.762,1,Condition Event,Next trial non corrected Trial,,15,0,,,,,,,,,,
41.762,19,List Change - Next Value,Grid_Position,,15,2,Index,6,Value,2,,,,,,
41.762,21,Group Change Event,Group Change,,15,1,New Group,3,,,,,,,,
43.097,38,Input Transition On Event,BIRBeam #1,,3,0,,,,,,,,,,
43.521,38,Input Transition On Event,Tray #1,,3,0,,,,,,,,,,
43.522,1,Condition Event,Tray Entry and Trial Increment,,3,0,,,,,,,,,,
43.522,4,Output Off Event,TrayLight #1,,3,0,,,,,,,,,,
43.522,4,Output Off Event,Sound #1,,3,0,,,,,,,,,,
43.522,4,Output Off Event,Sound #2,,3,0,,,,,,,,,,
43.522,4,Output Off Event,Sound #3,,3,0,,,,,,,,,,
43.522,7,Pulse Output Event,Sound_On #1,,3,1,Duration,0.2,,,,,,,,
43.522,16,Variable Event,_Trial_Counter,,3,1,Value,2,,,,,,,,
43.522,16,Variable Event,Correct_Percent,,3,1,Value,2,,,,,,,,
43.522,16,Variable Event,Correct_Percent,,3,1,Value,1,,,,,,,,
43.522,16,Variable Event,Correct_Percent,,3,1,Value,100,,,,,,,,
43.522,21,Group Change Event,Group Change,,3,1,New Group,4,,,,,,,,
43.546,39,Input Transition Off Event,Tray #1,,4,0,,,,,,,,,,
43.547,1,Condition Event,Start Trial,,4,0,,,,,,,,,,
43.547,16,Variable Event,Correct_Grid_Position,,4,1,Value,2,,,,,,,,
43.547,21,Group Change Event,Group Change,,4,1,New Group,5,,,,,,,,
43.547,1,Condition Event,Incorrect Left,,5,0,,,,,,,,,,
43.547,16,Variable Event,Incorrect_Grid_Position,,5,1,Value,1,,,,,,,,
43.547,21,Group Change Event,Group Change,,5,1,New Group,6,,,,,,,,
43.547,1,Condition Event,Display Images,,6,0,,,,,,,,,,
43.547,32,Whisker - Display Image,Bussey Rat Operant Mode 2 x 1 x high (Portrait),Images,6,2,Position,2,Image 1,0,,,,,,
43.547,32,Whisker - Display Image,Bussey Rat Operant Mode 2 x 1 x high (Portrait),Images,6,2,Position,1,Image 2,1,,,,,,
43.547,21,Group Change Event,Group Change,,6,1,New Group,7,,,,,,,,
43.56,38,Input Transition On Event,Tray #1,,7,0,,,,,,,,,,
44.237,39,Input Transition Off Event,Tray #1,,7,0,,,,,,,,,,
44.682,39,Input Transition Off Event,BIRBeam #1,,7,0,,,,,,,,,,
48.764,38,Input Transition On Event,FIRBeam #1,,7,0,,,,,,,,,,
48.815,39,Input Transition Off Event,FIRBeam #1,,7,0,,,,,,,,,,
49.814,30,Touch Down Event,Bussey Rat Operant Mode 2 x 1 x high (Portrait),,7,2,Position,2,Image 1,0,,,,,,
49.815,1,Condition Event,Correct,,7,0,,,,,,,,,,
49.815,32,Whisker - Display Image,Bussey Rat Operant Mode 2 x 1 x high (Portrait),Background,7,2,Position,2,Image 1,0,,,,,,
49.815,32,Whisker - Display Image,Bussey Rat Operant Mode 2 x 1 x high (Portrait),Background,7,2,Position,1,Image 1,0,,,,,,
49.815,7,Pulse Output Event,Feeder #1,,7,1,Duration,0.1,,,,,,,,
49.815,3,Output On Event,TrayLight #1,,7,0,,,,,,,,,,
49.815,16,Variable Event,Correction_Counter,,7,1,Value,0,,,,,,,,
49.815,21,Group Change Event,Group Change,,7,1,New Group,19,,,,,,,,
49.815,1,Condition Event,Reset Sound Levels to Zero,,19,0,,,,,,,,,,
49.815,4,Output Off Event,Sound #1,,19,0,,,,,,,,,,
49.815,4,Output Off Event,Sound #2,,19,0,,,,,,,,,,
49.815,4,Output Off Event,Sound #3,,19,0,,,,,,,,,,
49.815,21,Group Change Event,Group Change,,19,1,New Group,20,,,,,,,,
49.816,1,Condition Event,Adjust Sound Level 2,,20,0,,,,,,,,,,
49.816,3,Output On Event,Sound #2,,20,0,,,,,,,,,,
49.816,1,Condition Event,NoTone Fall Through,,20,0,,,,,,,,,,
49.816,21,Group Change Event,Group Change,,20,1,New Group,21,,,,,,,,
49.816,1,Condition Event,Play Tone,,21,0,,,,,,,,,,
49.816,7,Pulse Output Event,Sound_On #1,,21,1,Duration,1,,,,,,,,
49.816,21,Group Change Event,Group Change,,21,1,New Group,8,,,,,,,,
49.816,1,Condition Event,Increment counter,,8,0,,,,,,,,,,
49.816,16,Variable Event,Correct_Counter,,8,1,Value,3,,,,,,,,
49.816,16,Variable Event,First_Analysis,,8,1,Value,0,,,,,,,,
49.816,61,Group Maintain Event,Group Change,,8,1,New Group,8,,,,,,,,
49.822,38,Input Transition On Event,FeederReport #1,,8,0,,,,,,,,,,
49.832,31,Touch Up Event,Bussey Rat Operant Mode 2 x 1 x high (Portrait),,8,2,Position,2,Image 1,0,,,,,,
49.931,30,Touch Down Event,Bussey Rat Operant Mode 2 x 1 x high (Portrait),,8,2,Position,2,Image 1,0,,,,,,
49.951,31,Touch Up Event,Bussey Rat Operant Mode 2 x 1 x high (Portrait),,8,2,Position,2,Image 1,0,,,,,,
50.152,39,Input Transition Off Event,FeederReport #1,,8,0,,,,,,,,,,
51.289,38,Input Transition On Event,BIRBeam #1,,8,0,,,,,,,,,,
51.531,38,Input Transition On Event,Tray #1,,8,0,,,,,,,,,,
51.532,1,Condition Event,Reward Collected Start ITI,,8,0,,,,,,,,,,
51.532,4,Output Off Event,TrayLight #1,,8,0,,,,,,,,,,
51.532,29,Timer Event,ITI_Timer,,8,1,Value,0,,,,,,,,
51.532,21,Group Change Event,Group Change,,8,1,New Group,9,,,,,,,,
54.283,39,Input Transition Off Event,Tray #1,,9,0,,,,,,,,,,
56.516,39,Input Transition Off Event,BIRBeam #1,,9,0,,,,,,,,,,
61.532,1,Condition Event,Next trial,,9,0,,,,,,,,,,
61.532,3,Output On Event,TrayLight #1,,9,0,,,,,,,,,,
61.532,16,Variable Event,First_Trial,,9,1,Value,0,,,,,,,,
61.532,16,Variable Event,First_Analysis,,9,1,Value,1,,,,,,,,
61.532,16,Variable Event,ITI,,9,1,Value,10,,,,,,,,
61.532,21,Group Change Event,Group Change,,9,1,New Group,15,,,,,,,,
61.532,1,Condition Event,Next trial non corrected Trial,,15,0,,,,,,,,,,
61.532,19,List Change - Next Value,Grid_Position,,15,2,Index,2,Value,1,,,,,,
61.532,21,Group Change Event,Group Change,,15,1,New Group,3,,,,,,,,
64.128,38,Input Transition On Event,BIRBeam #1,,3,0,,,,,,,,,,
64.388,39,Input Transition Off Event,BIRBeam #1,,3,0,,,,,,,,,,
64.645,38,Input Transition On Event,BIRBeam #1,,3,0,,,,,,,,,,
64.783,38,Input Transition On Event,Tray #1,,3,0,,,,,,,,,,
64.784,1,Condition Event,Tray Entry and Trial Increment,,3,0,,,,,,,,,,
64.784,4,Output Off Event,TrayLight #1,,3,0,,,,,,,,,,
64.784,4,Output Off Event,Sound #1,,3,0,,,,,,,,,,
64.784,4,Output Off Event,Sound #2,,3,0,,,,,,,,,,
64.784,4,Output Off Event,Sound #3,,3,0,,,,,,,,,,
64.784,7,Pulse Output Event,Sound_On #1,,3,1,Duration,0.2,,,,,,,,
64.784,16,Variable Event,_Trial_Counter,,3,1,Value,3,,,,,,,,
64.784,16,Variable Event,Correct_Percent,,3,1,Value,3,,,,,,,,
64.784,16,Variable Event,Correct_Percent,,3,1,Value,1,,,,,,,,
64.784,16,Variable Event,Correct_Percent,,3,1,Value,100,,,,,,,,
64.784,21,Group Change Event,Group Change,,3,1,New Group,4,,,,,,,,
65.099,39,Input Transition Off Event,Tray #1,,4,0,,,,,,,,,,
65.1,1,Condition Event,Start Trial,,4,0,,,,,,,,,,
65.1,16,Variable Event,Correct_Grid_Position,,4,1,Value,1,,,,,,,,
65.1,21,Group Change Event,Group Change,,4,1,New Group,5,,,,,,,,
65.1,1,Condition Event,Incorrect Right,,5,0,,,,,,,,,,
65.1,16,Variable Event,Incorrect_Grid_Position,,5,1,Value,2,,,,,,,,
65.1,21,Group Change Event,Group Change,,5,1,New Group,6,,,,,,,,
65.1,1,Condition Event,Display Images,,6,0,,,,,,,,,,
65.1,32,Whisker - Display Image,Bussey Rat Operant Mode 2 x 1 x high (Portrait),Images,6,2,Position,1,Image 1,0,,,,,,
65.1,32,Whisker - Display Image,Bussey Rat Operant Mode 2 x 1 x high (Portrait),Images,6,2,Position,2,Image 2,1,,,,,,
65.1,21,Group Change Event,Group Change,,6,1,New Group,7,,,,,,,,
65.17,38,Input Transition On Event,Tray #1,,7,0,,,,,,,,,,
65.22,39,Input Transition Off Event,Tray #1,,7,0,,,,,,,,,,
65.354,38,Input Transition On Event,Tray #1,,7,0,,,,,,,,,,
65.42,39,Input Transition Off Event,Tray #1,,7,0,,,,,,,,,,
